,number,value,datetime_start,datetime_complete,duration,params_D,params_P,params_Q,params_d,params_p,params_q,state
21,21,0.6350685653211705,2022-03-13 18:48:34.254643,2022-03-13 18:48:46.783123,0 days 00:00:12.528480,1,0,3,0,4,5,COMPLETE
22,22,0.6363386947581264,2022-03-13 18:48:46.784368,2022-03-13 18:48:51.575098,0 days 00:00:04.790730,1,0,2,0,3,4,COMPLETE
23,23,0.6388296988616267,2022-03-13 18:48:51.576328,2022-03-13 18:49:00.335629,0 days 00:00:08.759301,1,0,3,0,4,6,COMPLETE
24,24,0.6357093462582453,2022-03-13 18:49:00.337203,2022-03-13 18:49:03.517057,0 days 00:00:03.179854,1,1,2,0,6,2,COMPLETE
25,25,0.6409353281824067,2022-03-13 18:49:03.518182,2022-03-13 18:49:06.367927,0 days 00:00:02.849745,1,0,1,0,3,3,COMPLETE
26,26,0.6369489902322505,2022-03-13 18:49:06.369384,2022-03-13 18:49:20.164177,0 days 00:00:13.794793,1,0,2,0,5,5,COMPLETE
27,27,0.5040905464416796,2022-03-13 18:49:20.165352,2022-03-13 18:49:39.698968,0 days 00:00:19.533616,1,1,3,0,7,7,COMPLETE
28,28,0.12218900533540844,2022-03-13 18:49:39.699992,2022-03-13 18:49:39.980556,0 days 00:00:00.280564,1,0,0,0,8,1,COMPLETE
29,29,0.5062264832338341,2022-03-13 18:49:39.982100,2022-03-13 18:49:48.475064,0 days 00:00:08.492964,1,1,3,1,2,4,COMPLETE
30,30,0.6400850006753942,2022-03-13 18:49:48.476228,2022-03-13 18:49:50.232688,0 days 00:00:01.756460,1,0,2,0,2,0,COMPLETE
31,31,0.6561912568388937,2022-03-13 18:49:50.233975,2022-03-13 18:49:58.475837,0 days 00:00:08.241862,1,2,2,0,8,3,COMPLETE
32,32,0.6561912568388937,2022-03-13 18:49:58.477093,2022-03-13 18:50:06.515463,0 days 00:00:08.038370,1,2,2,0,8,3,COMPLETE
33,33,0.6325239875834135,2022-03-13 18:50:06.516683,2022-03-13 18:50:13.603974,0 days 00:00:07.087291,1,2,1,0,7,2,COMPLETE
34,34,0.6278773859495443,2022-03-13 18:50:13.605341,2022-03-13 18:50:26.929518,0 days 00:00:13.324177,1,2,2,0,6,3,COMPLETE
35,35,0.5949007307031848,2022-03-13 18:50:26.930460,2022-03-13 18:50:31.137663,0 days 00:00:04.207203,0,3,3,0,8,1,COMPLETE
36,36,-35.50198127835345,2022-03-13 18:50:31.138616,2022-03-13 18:51:53.808789,0 days 00:01:22.670173,1,2,1,0,7,4,COMPLETE
37,37,0.4885278041327228,2022-03-13 18:51:53.809916,2022-03-13 18:52:09.622426,0 days 00:00:15.812510,0,3,2,1,4,6,COMPLETE
38,38,0.32309708654390756,2022-03-13 18:52:09.623491,2022-03-13 18:52:10.297949,0 days 00:00:00.674458,1,1,0,0,3,2,COMPLETE
39,39,0.638398576565128,2022-03-13 18:52:10.299154,2022-03-13 18:52:16.951369,0 days 00:00:06.652215,1,0,3,0,0,7,COMPLETE
40,40,0.5619463808493479,2022-03-13 18:52:16.952424,2022-03-13 18:52:37.569978,0 days 00:00:20.617554,0,1,1,0,6,3,COMPLETE
41,41,0.6561912568388937,2022-03-13 18:52:37.571072,2022-03-13 18:52:45.688486,0 days 00:00:08.117414,1,2,2,0,8,3,COMPLETE
42,42,-2.5180879867494436e+59,2022-03-13 18:52:45.689801,2022-03-13 18:54:30.036361,0 days 00:01:44.346560,1,2,2,0,8,4,COMPLETE
43,43,0.6561912568388937,2022-03-13 18:54:30.037481,2022-03-13 18:54:38.129090,0 days 00:00:08.091609,1,2,2,0,8,3,COMPLETE
44,44,0.6358057918985611,2022-03-13 18:54:38.130150,2022-03-13 18:54:42.399719,0 days 00:00:04.269569,1,2,2,0,7,2,COMPLETE
45,45,-3.0763785936373747e+43,2022-03-13 18:54:42.400995,2022-03-13 18:57:05.303007,0 days 00:02:22.902012,1,3,3,0,8,4,COMPLETE
46,46,0.5335575154084178,2022-03-13 18:57:05.304332,2022-03-13 18:57:23.574474,0 days 00:00:18.270142,1,2,2,0,7,8,COMPLETE
47,47,0.6554722957096213,2022-03-13 18:57:23.575669,2022-03-13 18:57:25.287818,0 days 00:00:01.712149,1,0,1,0,8,1,COMPLETE
48,48,0.6262081441114354,2022-03-13 18:57:25.288922,2022-03-13 18:57:54.640620,0 days 00:00:29.351698,1,3,3,0,6,5,COMPLETE
49,49,0.5060013636127209,2022-03-13 18:57:54.642164,2022-03-13 18:57:59.015868,0 days 00:00:04.373704,1,1,1,1,7,2,COMPLETE
