,number,value,datetime_start,datetime_complete,duration,params_D,params_P,params_Q,params_d,params_p,params_q,state
14,14,0.44069200484529036,2022-03-13 20:13:16.909498,2022-03-13 20:13:24.070677,0 days 00:00:07.161179,0,2,3,0,4,2,COMPLETE
15,15,0.5335058880161319,2022-03-13 20:13:24.071690,2022-03-13 20:13:26.834573,0 days 00:00:02.762883,1,0,2,0,2,3,COMPLETE
16,16,0.5383516882757563,2022-03-13 20:13:26.835713,2022-03-13 20:13:35.819296,0 days 00:00:08.983583,1,1,1,0,6,5,COMPLETE
17,17,0.35657196982783523,2022-03-13 20:13:35.820605,2022-03-13 20:13:44.161356,0 days 00:00:08.340751,0,2,3,1,4,1,COMPLETE
18,18,0.529983725454037,2022-03-13 20:13:44.162524,2022-03-13 20:13:50.222193,0 days 00:00:06.059669,1,1,2,0,7,3,COMPLETE
19,19,0.556485881874643,2022-03-13 20:13:50.223784,2022-03-13 20:14:08.817774,0 days 00:00:18.593990,1,2,3,0,2,8,COMPLETE
20,20,0.0627562029693085,2022-03-13 20:14:08.819029,2022-03-13 20:14:17.859641,0 days 00:00:09.040612,0,0,3,1,0,8,COMPLETE
21,21,0.5382357843898817,2022-03-13 20:14:17.860673,2022-03-13 20:14:30.778699,0 days 00:00:12.918026,1,2,3,0,2,6,COMPLETE
22,22,0.5352718214963879,2022-03-13 20:14:30.779936,2022-03-13 20:14:34.529116,0 days 00:00:03.749180,1,2,2,0,2,1,COMPLETE
23,23,0.5270433716751302,2022-03-13 20:14:34.530105,2022-03-13 20:14:51.099635,0 days 00:00:16.569530,1,3,3,0,1,8,COMPLETE
24,24,0.32636761063865194,2022-03-13 20:14:51.100886,2022-03-13 20:15:18.122691,0 days 00:00:27.021805,1,2,2,0,5,3,COMPLETE
25,25,0.30071985312713534,2022-03-13 20:15:18.123816,2022-03-13 20:15:59.669306,0 days 00:00:41.545490,1,1,3,0,4,4,COMPLETE
26,26,0.5185213233905027,2022-03-13 20:15:59.670508,2022-03-13 20:16:03.211328,0 days 00:00:03.540820,1,2,1,0,3,6,COMPLETE
27,27,0.5080194690826756,2022-03-13 20:16:03.212444,2022-03-13 20:16:09.978565,0 days 00:00:06.766121,1,3,2,0,2,2,COMPLETE
28,28,0.38470497714137286,2022-03-13 20:16:09.979612,2022-03-13 20:16:33.423488,0 days 00:00:23.443876,1,1,3,0,6,6,COMPLETE
29,29,0.4925980182282894,2022-03-13 20:16:33.424739,2022-03-13 20:16:39.517458,0 days 00:00:06.092719,1,3,1,0,1,4,COMPLETE
30,30,0.5269663261898057,2022-03-13 20:16:39.519003,2022-03-13 20:16:52.485907,0 days 00:00:12.966904,1,2,2,0,4,3,COMPLETE
31,31,0.523434813094459,2022-03-13 20:16:52.486920,2022-03-13 20:17:03.736187,0 days 00:00:11.249267,1,1,1,0,7,5,COMPLETE
32,32,0.5327798779752531,2022-03-13 20:17:03.737755,2022-03-13 20:17:15.725036,0 days 00:00:11.987281,1,1,1,0,6,7,COMPLETE
33,33,0.5115214496755975,2022-03-13 20:17:15.726892,2022-03-13 20:17:50.241434,0 days 00:00:34.514542,1,1,1,0,8,5,COMPLETE
34,34,0.5309647907744737,2022-03-13 20:17:50.242762,2022-03-13 20:17:52.833395,0 days 00:00:02.590633,1,0,2,0,5,0,COMPLETE
35,35,0.32787761954623973,2022-03-13 20:17:52.834617,2022-03-13 20:18:11.811905,0 days 00:00:18.977288,1,1,3,0,7,7,COMPLETE
36,36,0.2957569439336456,2022-03-13 20:18:11.813175,2022-03-13 20:18:33.892997,0 days 00:00:22.079822,1,2,0,0,5,4,COMPLETE
37,37,0.4482260002020507,2022-03-13 20:18:33.894251,2022-03-13 20:18:45.043039,0 days 00:00:11.148788,1,2,1,1,8,1,COMPLETE
38,38,0.5571789659435915,2022-03-13 20:18:45.044212,2022-03-13 20:19:14.001472,0 days 00:00:28.957260,1,1,2,0,6,8,COMPLETE
39,39,0.4332902450439178,2022-03-13 20:19:14.002748,2022-03-13 20:19:29.743265,0 days 00:00:15.740517,0,2,2,0,3,8,COMPLETE
40,40,0.34767710380340344,2022-03-13 20:19:29.744908,2022-03-13 20:19:45.535144,0 days 00:00:15.790236,1,3,2,1,2,8,COMPLETE
41,41,0.5278574468752872,2022-03-13 20:19:45.536189,2022-03-13 20:20:01.543993,0 days 00:00:16.007804,1,1,2,0,6,7,COMPLETE
42,42,0.38470497714137286,2022-03-13 20:20:01.545122,2022-03-13 20:20:25.479625,0 days 00:00:23.934503,1,1,3,0,6,6,COMPLETE
43,43,0.5285774318332688,2022-03-13 20:20:25.481167,2022-03-13 20:20:41.080115,0 days 00:00:15.598948,1,1,1,0,7,7,COMPLETE
44,44,0.5315535474368651,2022-03-13 20:20:41.081172,2022-03-13 20:20:46.650414,0 days 00:00:05.569242,1,1,2,0,5,2,COMPLETE
45,45,0.5548999636102091,2022-03-13 20:20:46.651836,2022-03-13 20:21:51.081450,0 days 00:01:04.429614,1,0,3,0,8,8,COMPLETE
46,46,0.5548999636102091,2022-03-13 20:21:51.082708,2022-03-13 20:22:55.418976,0 days 00:01:04.336268,1,0,3,0,8,8,COMPLETE
47,47,0.5548999636102091,2022-03-13 20:22:55.420044,2022-03-13 20:24:00.164292,0 days 00:01:04.744248,1,0,3,0,8,8,COMPLETE
48,48,0.5548999636102091,2022-03-13 20:24:00.165355,2022-03-13 20:25:04.357060,0 days 00:01:04.191705,1,0,3,0,8,8,COMPLETE
49,49,0.5548999636102091,2022-03-13 20:25:04.358250,2022-03-13 20:26:09.043311,0 days 00:01:04.685061,1,0,3,0,8,8,COMPLETE
