,number,value,datetime_start,datetime_complete,duration,params_D,params_P,params_Q,params_d,params_p,params_q,state
36,36,0.751094221461198,2022-03-13 19:25:47.511059,2022-03-13 19:25:53.749178,0 days 00:00:06.238119,1,3,2,0,2,3,COMPLETE
37,37,0.7615841828564008,2022-03-13 19:25:53.750340,2022-03-13 19:26:09.995265,0 days 00:00:16.244925,1,3,3,0,1,6,COMPLETE
38,38,0.7544562472104994,2022-03-13 19:26:09.996531,2022-03-13 19:26:15.451001,0 days 00:00:05.454470,0,3,2,0,1,4,COMPLETE
39,39,0.7542563478488618,2022-03-13 19:26:15.452208,2022-03-13 19:26:18.365648,0 days 00:00:02.913440,1,3,3,0,0,0,COMPLETE
40,40,0.7217004516643024,2022-03-13 19:26:18.366947,2022-03-13 19:26:29.156572,0 days 00:00:10.789625,0,3,2,1,2,5,COMPLETE
41,41,0.7650451703924934,2022-03-13 19:26:29.157690,2022-03-13 19:26:57.080890,0 days 00:00:27.923200,1,3,3,0,2,6,COMPLETE
42,42,0.7615841828564008,2022-03-13 19:26:57.083143,2022-03-13 19:27:14.472901,0 days 00:00:17.389758,1,3,3,0,1,6,COMPLETE
43,43,0.7546336035887824,2022-03-13 19:27:14.473983,2022-03-13 19:27:18.896307,0 days 00:00:04.422324,1,3,3,0,2,1,COMPLETE
44,44,0.763220446668625,2022-03-13 19:27:18.897653,2022-03-13 19:27:48.254373,0 days 00:00:29.356720,1,3,3,0,3,6,COMPLETE
45,45,0.7109047672303119,2022-03-13 19:27:48.255600,2022-03-13 19:27:50.038318,0 days 00:00:01.782718,1,3,0,0,1,5,COMPLETE
46,46,0.7465495353438183,2022-03-13 19:27:50.039551,2022-03-13 19:27:57.132075,0 days 00:00:07.092524,1,0,3,1,2,3,COMPLETE
47,47,0.7651808884449679,2022-03-13 19:27:57.133538,2022-03-13 19:28:15.491976,0 days 00:00:18.358438,1,3,3,0,3,7,COMPLETE
48,48,0.7643563430241666,2022-03-13 19:28:15.493375,2022-03-13 19:28:36.703502,0 days 00:00:21.210127,0,3,3,0,3,7,COMPLETE
49,49,0.7613865676225295,2022-03-13 19:28:36.704712,2022-03-13 19:28:48.285569,0 days 00:00:11.580857,1,3,3,0,4,6,COMPLETE
