,number,value,datetime_start,datetime_complete,duration,params_D,params_P,params_Q,params_d,params_p,params_q,state
23,23,0.6379145156378517,2022-03-13 18:12:48.053282,2022-03-13 18:12:53.957797,0 days 00:00:05.904515,1,0,1,0,3,5,COMPLETE
24,24,0.644386409028487,2022-03-13 18:12:53.958888,2022-03-13 18:12:58.560021,0 days 00:00:04.601133,1,0,1,0,2,5,COMPLETE
25,25,0.6400590729241534,2022-03-13 18:12:58.560990,2022-03-13 18:13:00.828948,0 days 00:00:02.267958,1,0,1,0,2,7,COMPLETE
26,26,0.6400590729241534,2022-03-13 18:13:00.830256,2022-03-13 18:13:03.041361,0 days 00:00:02.211105,1,0,1,0,2,7,COMPLETE
27,27,0.6400590729241534,2022-03-13 18:13:03.042327,2022-03-13 18:13:05.329812,0 days 00:00:02.287485,1,0,1,0,2,7,COMPLETE
28,28,0.6400590729241534,2022-03-13 18:13:05.331107,2022-03-13 18:13:07.620924,0 days 00:00:02.289817,1,0,1,0,2,7,COMPLETE
29,29,0.5006724259618013,2022-03-13 18:13:07.622059,2022-03-13 18:13:16.221049,0 days 00:00:08.598990,1,0,2,1,2,8,COMPLETE
30,30,0.16448239589829572,2022-03-13 18:13:16.222158,2022-03-13 18:13:17.919258,0 days 00:00:01.697100,1,0,0,0,2,4,COMPLETE
31,31,0.6400590729241534,2022-03-13 18:13:17.920498,2022-03-13 18:13:20.120758,0 days 00:00:02.200260,1,0,1,0,2,7,COMPLETE
32,32,0.6400590729241534,2022-03-13 18:13:20.121737,2022-03-13 18:13:22.366752,0 days 00:00:02.245015,1,0,1,0,2,7,COMPLETE
33,33,0.6427631302650139,2022-03-13 18:13:22.367741,2022-03-13 18:13:24.268039,0 days 00:00:01.900298,1,0,1,0,0,7,COMPLETE
34,34,0.6453320527668929,2022-03-13 18:13:24.269238,2022-03-13 18:13:26.703048,0 days 00:00:02.433810,1,0,1,0,0,8,COMPLETE
35,35,0.6428808095300258,2022-03-13 18:13:26.704113,2022-03-13 18:13:29.620185,0 days 00:00:02.916072,1,1,1,0,0,8,COMPLETE
36,36,0.33814923717331324,2022-03-13 18:13:29.621320,2022-03-13 18:13:30.140061,0 days 00:00:00.518741,1,1,0,0,0,8,COMPLETE
37,37,0.5051782403170312,2022-03-13 18:13:30.141294,2022-03-13 18:13:35.987422,0 days 00:00:05.846128,1,1,1,1,0,8,COMPLETE
38,38,0.34175604372975976,2022-03-13 18:13:35.988761,2022-03-13 18:13:36.585713,0 days 00:00:00.596952,1,1,0,0,1,8,COMPLETE
39,39,0.5026654693591397,2022-03-13 18:13:36.586713,2022-03-13 18:13:42.523734,0 days 00:00:05.937021,1,1,1,1,0,6,COMPLETE
40,40,0.6608542881459912,2022-03-13 18:13:42.524946,2022-03-13 18:13:49.544798,0 days 00:00:07.019852,1,0,1,0,1,8,COMPLETE
41,41,0.6453320527668929,2022-03-13 18:13:49.545944,2022-03-13 18:13:51.981399,0 days 00:00:02.435455,1,0,1,0,0,8,COMPLETE
42,42,0.6608542881459912,2022-03-13 18:13:51.982420,2022-03-13 18:13:58.998961,0 days 00:00:07.016541,1,0,1,0,1,8,COMPLETE
43,43,0.6608542881459912,2022-03-13 18:13:59.000522,2022-03-13 18:14:06.264663,0 days 00:00:07.264141,1,0,1,0,1,8,COMPLETE
44,44,0.20667233229214843,2022-03-13 18:14:06.265875,2022-03-13 18:14:08.891031,0 days 00:00:02.625156,1,0,0,0,1,8,COMPLETE
45,45,0.6608542881459912,2022-03-13 18:14:08.892029,2022-03-13 18:14:15.705318,0 days 00:00:06.813289,1,0,1,0,1,8,COMPLETE
46,46,0.6468735086087719,2022-03-13 18:14:15.706970,2022-03-13 18:14:20.977082,0 days 00:00:05.270112,1,0,2,0,1,8,COMPLETE
47,47,0.6388092148161266,2022-03-13 18:14:20.978067,2022-03-13 18:14:25.482808,0 days 00:00:04.504741,1,0,2,0,1,7,COMPLETE
48,48,0.6468735086087719,2022-03-13 18:14:25.484225,2022-03-13 18:14:30.769258,0 days 00:00:05.285033,1,0,2,0,1,8,COMPLETE
49,49,0.637761879407712,2022-03-13 18:14:30.770298,2022-03-13 18:14:33.020184,0 days 00:00:02.249886,1,0,2,0,1,2,COMPLETE
