,number,value,datetime_start,datetime_complete,duration,params_D,params_P,params_Q,params_d,params_p,params_q,state
0,0,0.70197123437519,2022-03-13 15:54:45.616061,2022-03-13 15:54:46.819339,0 days 00:00:01.203278,0,1,2,0,2,1,COMPLETE
1,1,0.6448024150306224,2022-03-13 15:54:46.820320,2022-03-13 15:55:35.530932,0 days 00:00:48.710612,0,3,2,1,8,7,COMPLETE
2,2,0.4467016504692519,2022-03-13 15:55:35.531889,2022-03-13 15:55:48.330668,0 days 00:00:12.798779,1,0,0,1,7,6,COMPLETE
3,3,0.6456414984252443,2022-03-13 15:55:48.331782,2022-03-13 15:55:56.364355,0 days 00:00:08.032573,0,3,2,1,0,4,COMPLETE
4,4,0.5969409868294395,2022-03-13 15:55:56.365569,2022-03-13 15:56:07.863125,0 days 00:00:11.497556,1,3,0,1,2,8,COMPLETE
5,5,0.6507669983053004,2022-03-13 15:56:07.864224,2022-03-13 15:56:14.328566,0 days 00:00:06.464342,0,1,1,1,6,6,COMPLETE
6,6,0.72003610516814,2022-03-13 15:56:14.329778,2022-03-13 15:56:15.640207,0 days 00:00:01.310429,1,1,2,0,1,0,COMPLETE
7,7,0.7011430054963517,2022-03-13 15:56:15.641166,2022-03-13 15:56:35.745448,0 days 00:00:20.104282,1,1,3,0,3,4,COMPLETE
8,8,0.5218685670493182,2022-03-13 15:56:35.747784,2022-03-13 15:56:36.742121,0 days 00:00:00.994337,0,2,0,1,0,1,COMPLETE
9,9,0.628964961374662,2022-03-13 15:56:36.743128,2022-03-13 15:56:45.157702,0 days 00:00:08.414574,1,3,2,1,2,3,COMPLETE
10,10,0.7224425985870703,2022-03-13 15:56:45.158905,2022-03-13 15:56:50.432552,0 days 00:00:05.273647,1,0,3,0,5,0,COMPLETE
11,11,0.7241912753313806,2022-03-13 15:56:50.433873,2022-03-13 15:56:55.405235,0 days 00:00:04.971362,1,0,3,0,4,0,COMPLETE
12,12,0.722332374939988,2022-03-13 15:56:55.406440,2022-03-13 15:57:01.192691,0 days 00:00:05.786251,1,0,3,0,5,2,COMPLETE
13,13,0.7241912753313806,2022-03-13 15:57:01.194020,2022-03-13 15:57:06.415195,0 days 00:00:05.221175,1,0,3,0,4,0,COMPLETE
14,14,0.7260336981984258,2022-03-13 15:57:06.416658,2022-03-13 15:57:11.935979,0 days 00:00:05.519321,1,0,3,0,4,2,COMPLETE
15,15,0.7241678795670579,2022-03-13 15:57:11.937072,2022-03-13 15:57:16.854362,0 days 00:00:04.917290,1,2,1,0,4,2,COMPLETE
16,16,0.722332374939988,2022-03-13 15:57:16.855336,2022-03-13 15:57:22.612115,0 days 00:00:05.756779,1,0,3,0,5,2,COMPLETE
17,17,0.7279832470911701,2022-03-13 15:57:22.613215,2022-03-13 15:57:32.154781,0 days 00:00:09.541566,1,0,3,0,3,3,COMPLETE
18,18,0.7193392742191558,2022-03-13 15:57:32.155895,2022-03-13 15:57:37.965878,0 days 00:00:05.809983,1,2,1,0,3,3,COMPLETE
19,19,0.7211605943592119,2022-03-13 15:57:37.967328,2022-03-13 15:57:52.276390,0 days 00:00:14.309062,1,1,3,0,3,5,COMPLETE
20,20,-2.4412691552850593e+118,2022-03-13 15:57:52.277569,2022-03-13 15:57:57.300756,0 days 00:00:05.023187,0,0,2,0,6,3,COMPLETE
21,21,0.7238868534260255,2022-03-13 15:57:57.302393,2022-03-13 15:58:02.646834,0 days 00:00:05.344441,1,0,3,0,4,1,COMPLETE
22,22,0.7239586908813498,2022-03-13 15:58:02.648548,2022-03-13 15:58:09.077994,0 days 00:00:06.429446,1,0,3,0,3,2,COMPLETE
23,23,0.7216643539235652,2022-03-13 15:58:09.079276,2022-03-13 15:58:12.620876,0 days 00:00:03.541600,1,1,3,0,4,1,COMPLETE
24,24,0.7301410834934284,2022-03-13 15:58:12.622033,2022-03-13 15:58:47.275297,0 days 00:00:34.653264,1,0,3,0,6,3,COMPLETE
25,25,0.7406920378965496,2022-03-13 15:58:47.276305,2022-03-13 15:59:00.607903,0 days 00:00:13.331598,1,0,2,0,6,5,COMPLETE
26,26,0.7327571911558644,2022-03-13 15:59:00.609111,2022-03-13 15:59:24.776676,0 days 00:00:24.167565,1,1,2,0,8,5,COMPLETE
27,27,0.7254113758795169,2022-03-13 15:59:24.778115,2022-03-13 15:59:40.889222,0 days 00:00:16.111107,1,1,1,0,8,5,COMPLETE
28,28,0.7226834663928776,2022-03-13 15:59:40.890275,2022-03-13 16:00:01.749004,0 days 00:00:20.858729,1,2,2,0,7,5,COMPLETE
29,29,0.7101383045607206,2022-03-13 16:00:01.750102,2022-03-13 16:00:15.706873,0 days 00:00:13.956771,0,1,2,0,7,6,COMPLETE
30,30,0.7114460691102256,2022-03-13 16:00:15.708048,2022-03-13 16:01:11.088955,0 days 00:00:55.380907,1,1,2,0,6,4,COMPLETE
31,31,-2.2984304077233107e+63,2022-03-13 16:01:11.090187,2022-03-13 16:02:26.233809,0 days 00:01:15.143622,1,0,2,0,8,4,COMPLETE
32,32,0.7474892305434215,2022-03-13 16:02:26.235196,2022-03-13 16:02:38.038338,0 days 00:00:11.803142,1,0,1,0,7,5,COMPLETE
33,33,0.7188719743792772,2022-03-13 16:02:38.039492,2022-03-13 16:02:44.522841,0 days 00:00:06.483349,1,0,1,0,7,7,COMPLETE
34,34,0.7474892305434215,2022-03-13 16:02:44.524165,2022-03-13 16:02:56.353385,0 days 00:00:11.829220,1,0,1,0,7,5,COMPLETE
35,35,0.7254113758795169,2022-03-13 16:02:56.354711,2022-03-13 16:03:12.313444,0 days 00:00:15.958733,1,1,1,0,8,5,COMPLETE
36,36,0.5893688494755347,2022-03-13 16:03:12.314606,2022-03-13 16:03:14.603656,0 days 00:00:02.289050,0,0,0,1,8,7,COMPLETE
37,37,0.721678788456235,2022-03-13 16:03:14.604620,2022-03-13 16:03:18.642413,0 days 00:00:04.037793,1,1,1,0,7,6,COMPLETE
38,38,0.6450193158325068,2022-03-13 16:03:18.643535,2022-03-13 16:03:27.984270,0 days 00:00:09.340735,1,0,1,1,7,5,COMPLETE
39,39,0.6579514908123434,2022-03-13 16:03:27.985264,2022-03-13 16:03:42.712590,0 days 00:00:14.727326,0,1,2,0,6,6,COMPLETE
40,40,0.5975754851973321,2022-03-13 16:03:42.713742,2022-03-13 16:04:01.142435,0 days 00:00:18.428693,1,2,0,0,7,8,COMPLETE
41,41,0.6782089413167978,2022-03-13 16:04:01.144084,2022-03-13 16:04:24.905012,0 days 00:00:23.760928,1,0,1,0,6,4,COMPLETE
42,42,-2.2984304077233107e+63,2022-03-13 16:04:24.906134,2022-03-13 16:05:36.957164,0 days 00:01:12.051030,1,0,2,0,8,4,COMPLETE
43,43,0.7289511831815287,2022-03-13 16:05:36.958443,2022-03-13 16:05:44.830118,0 days 00:00:07.871675,1,0,1,0,6,7,COMPLETE
44,44,0.7319645492412976,2022-03-13 16:05:44.831302,2022-03-13 16:05:57.154512,0 days 00:00:12.323210,1,0,2,0,5,5,COMPLETE
45,45,0.7319645492412976,2022-03-13 16:05:57.156050,2022-03-13 16:06:09.462612,0 days 00:00:12.306562,1,0,2,0,5,5,COMPLETE
46,46,0.6419028775506341,2022-03-13 16:06:09.463635,2022-03-13 16:06:29.219362,0 days 00:00:19.755727,1,3,2,1,5,6,COMPLETE
47,47,0.74078222350356,2022-03-13 16:06:29.220441,2022-03-13 16:06:46.631344,0 days 00:00:17.410903,1,0,2,0,7,5,COMPLETE
48,48,0.7309276342833461,2022-03-13 16:06:46.632364,2022-03-13 16:07:01.981926,0 days 00:00:15.349562,1,1,1,0,8,6,COMPLETE
49,49,0.74078222350356,2022-03-13 16:07:01.983607,2022-03-13 16:07:19.474716,0 days 00:00:17.491109,1,0,2,0,7,5,COMPLETE
