,number,value,datetime_start,datetime_complete,duration,params_D,params_P,params_Q,params_d,params_p,params_q,state
13,13,0.7692895656928912,2022-03-13 17:53:17.507597,2022-03-13 17:53:20.364946,0 days 00:00:02.857349,1,0,2,0,7,0,COMPLETE
14,14,0.22248051494369814,2022-03-13 17:53:20.366208,2022-03-13 17:53:21.941256,0 days 00:00:01.575048,1,1,2,1,3,0,COMPLETE
15,15,0.7657770342772974,2022-03-13 17:53:21.942353,2022-03-13 17:53:23.353761,0 days 00:00:01.411408,1,0,2,0,0,1,COMPLETE
16,16,0.7634300736158124,2022-03-13 17:53:23.355076,2022-03-13 17:53:31.165858,0 days 00:00:07.810782,1,2,2,0,8,1,COMPLETE
17,17,0.7193009243142019,2022-03-13 17:53:31.166964,2022-03-13 17:53:33.999164,0 days 00:00:02.832200,0,1,1,1,7,2,COMPLETE
18,18,0.759874331342951,2022-03-13 17:53:34.000244,2022-03-13 17:53:38.052091,0 days 00:00:04.051847,1,0,3,0,5,0,COMPLETE
19,19,0.7663711047165178,2022-03-13 17:53:38.053186,2022-03-13 17:53:40.944320,0 days 00:00:02.891134,1,1,2,0,7,2,COMPLETE
20,20,0.16984543076608305,2022-03-13 17:53:40.945280,2022-03-13 17:53:47.234227,0 days 00:00:06.288947,0,0,1,1,5,3,COMPLETE
21,21,0.7663711047165178,2022-03-13 17:53:47.235264,2022-03-13 17:53:50.050050,0 days 00:00:02.814786,1,1,2,0,7,2,COMPLETE
22,22,0.7659261816854177,2022-03-13 17:53:50.051006,2022-03-13 17:53:52.541173,0 days 00:00:02.490167,1,1,2,0,7,1,COMPLETE
23,23,0.7692206360146499,2022-03-13 17:53:52.542165,2022-03-13 17:53:55.307265,0 days 00:00:02.765100,1,0,2,0,8,0,COMPLETE
24,24,0.7698073226763826,2022-03-13 17:53:55.308190,2022-03-13 17:53:56.877239,0 days 00:00:01.569049,1,0,1,0,8,0,COMPLETE
25,25,0.7698073226763826,2022-03-13 17:53:56.878558,2022-03-13 17:53:58.326332,0 days 00:00:01.447774,1,0,1,0,8,0,COMPLETE
26,26,0.769782238109095,2022-03-13 17:53:58.327486,2022-03-13 17:53:59.985500,0 days 00:00:01.658014,1,0,1,0,8,1,COMPLETE
27,27,0.7698073226763826,2022-03-13 17:53:59.986673,2022-03-13 17:54:01.432557,0 days 00:00:01.445884,1,0,1,0,8,0,COMPLETE
28,28,0.7541134142799975,2022-03-13 17:54:01.433633,2022-03-13 17:54:03.945267,0 days 00:00:02.511634,1,2,1,0,3,1,COMPLETE
29,29,0.7600902163093959,2022-03-13 17:54:03.946677,2022-03-13 17:54:11.634337,0 days 00:00:07.687660,1,0,1,0,6,4,COMPLETE
30,30,0.7699133213079971,2022-03-13 17:54:11.635626,2022-03-13 17:54:13.655176,0 days 00:00:02.019550,1,0,1,0,8,2,COMPLETE
31,31,0.7699133213079971,2022-03-13 17:54:13.656208,2022-03-13 17:54:15.775296,0 days 00:00:02.119088,1,0,1,0,8,2,COMPLETE
32,32,0.7703307500604516,2022-03-13 17:54:15.776583,2022-03-13 17:54:17.667601,0 days 00:00:01.891018,1,0,1,0,7,2,COMPLETE
33,33,0.7529810700903805,2022-03-13 17:54:17.668633,2022-03-13 17:54:27.034050,0 days 00:00:09.365417,1,0,1,0,6,3,COMPLETE
34,34,0.7541882574243719,2022-03-13 17:54:27.035297,2022-03-13 17:54:47.920276,0 days 00:00:20.884979,1,3,1,0,7,4,COMPLETE
35,35,-3.9256384418787755,2022-03-13 17:54:47.921342,2022-03-13 17:54:48.090849,0 days 00:00:00.169507,0,0,0,0,6,2,COMPLETE
36,36,0.7444749823818645,2022-03-13 17:54:48.092044,2022-03-13 17:54:53.259062,0 days 00:00:05.167018,1,1,1,0,5,3,COMPLETE
37,37,0.4346778140940406,2022-03-13 17:54:53.260299,2022-03-13 17:54:53.491481,0 days 00:00:00.231182,1,0,0,0,6,2,COMPLETE
38,38,0.6150509920978597,2022-03-13 17:54:53.492397,2022-03-13 17:54:56.472546,0 days 00:00:02.980149,1,1,0,0,7,3,COMPLETE
39,39,0.7335187527835485,2022-03-13 17:54:56.474364,2022-03-13 17:55:04.676199,0 days 00:00:08.201835,0,3,1,1,4,5,COMPLETE
40,40,0.4519272035942039,2022-03-13 17:55:04.677206,2022-03-13 17:55:04.922600,0 days 00:00:00.245394,1,0,0,0,8,2,COMPLETE
41,41,0.769782238109095,2022-03-13 17:55:04.923749,2022-03-13 17:55:06.640007,0 days 00:00:01.716258,1,0,1,0,8,1,COMPLETE
42,42,0.7703451972913484,2022-03-13 17:55:06.641434,2022-03-13 17:55:08.166575,0 days 00:00:01.525141,1,0,1,0,7,1,COMPLETE
43,43,0.7676544673976,2022-03-13 17:55:08.167789,2022-03-13 17:55:11.990433,0 days 00:00:03.822644,1,0,1,0,7,4,COMPLETE
44,44,0.7703451972913484,2022-03-13 17:55:11.991776,2022-03-13 17:55:13.483626,0 days 00:00:01.491850,1,0,1,0,7,1,COMPLETE
45,45,0.7668699074891614,2022-03-13 17:55:13.484691,2022-03-13 17:55:14.812657,0 days 00:00:01.327966,1,0,1,0,6,1,COMPLETE
46,46,0.7595633236388455,2022-03-13 17:55:14.813683,2022-03-13 17:55:17.016020,0 days 00:00:02.202337,1,1,1,0,7,1,COMPLETE
47,47,0.7626230714463339,2022-03-13 17:55:17.017164,2022-03-13 17:55:18.340437,0 days 00:00:01.323273,1,0,1,0,5,1,COMPLETE
48,48,0.4346778140940406,2022-03-13 17:55:18.341381,2022-03-13 17:55:18.574031,0 days 00:00:00.232650,1,0,0,0,6,2,COMPLETE
49,49,0.6498918451313889,2022-03-13 17:55:18.575194,2022-03-13 17:55:27.271550,0 days 00:00:08.696356,1,1,0,0,7,8,COMPLETE
