,number,value,datetime_start,datetime_complete,duration,params_D,params_P,params_Q,params_d,params_p,params_q,state
15,15,0.6392206834333494,2022-03-13 18:17:06.129530,2022-03-13 18:17:11.119870,0 days 00:00:04.990340,1,2,2,0,0,7,COMPLETE
16,16,0.6386438586332877,2022-03-13 18:17:11.121040,2022-03-13 18:17:15.143130,0 days 00:00:04.022090,1,1,2,0,0,8,COMPLETE
17,17,0.5940649615001361,2022-03-13 18:17:15.144215,2022-03-13 18:17:51.024203,0 days 00:00:35.879988,0,3,3,0,2,7,COMPLETE
18,18,0.6351965879952399,2022-03-13 18:17:51.025189,2022-03-13 18:18:00.818270,0 days 00:00:09.793081,1,2,2,0,2,5,COMPLETE
19,19,0.636500186360042,2022-03-13 18:18:00.819271,2022-03-13 18:18:04.135644,0 days 00:00:03.316373,1,1,2,0,0,6,COMPLETE
20,20,0.45629711754648206,2022-03-13 18:18:04.136843,2022-03-13 18:18:10.325736,0 days 00:00:06.188893,0,3,0,1,2,8,COMPLETE
21,21,0.6386438586332877,2022-03-13 18:18:10.327019,2022-03-13 18:18:14.417224,0 days 00:00:04.090205,1,1,2,0,0,8,COMPLETE
22,22,0.6382529855267781,2022-03-13 18:18:14.418610,2022-03-13 18:18:18.585455,0 days 00:00:04.166845,1,2,2,0,1,7,COMPLETE
23,23,0.6432848326898506,2022-03-13 18:18:18.586455,2022-03-13 18:18:25.023237,0 days 00:00:06.436782,1,1,3,0,0,8,COMPLETE
24,24,0.6401526741740748,2022-03-13 18:18:25.024214,2022-03-13 18:18:31.202903,0 days 00:00:06.178689,1,2,3,0,1,7,COMPLETE
25,25,0.6425630363011199,2022-03-13 18:18:31.203904,2022-03-13 18:18:37.153957,0 days 00:00:05.950053,1,1,3,0,2,6,COMPLETE
26,26,0.6425630363011199,2022-03-13 18:18:37.154965,2022-03-13 18:18:43.202364,0 days 00:00:06.047399,1,1,3,0,2,6,COMPLETE
27,27,0.6278410853819761,2022-03-13 18:18:43.203392,2022-03-13 18:19:09.626792,0 days 00:00:26.423400,1,0,3,0,5,4,COMPLETE
28,28,0.6411569922983096,2022-03-13 18:19:09.628181,2022-03-13 18:19:18.310789,0 days 00:00:08.682608,1,1,3,0,3,6,COMPLETE
29,29,0.4991933201458144,2022-03-13 18:19:18.311935,2022-03-13 18:19:41.988933,0 days 00:00:23.676998,1,0,3,1,2,8,COMPLETE
30,30,0.6470199509933053,2022-03-13 18:19:41.990155,2022-03-13 18:19:47.458316,0 days 00:00:05.468161,1,1,1,0,4,8,COMPLETE
31,31,0.6226815777462569,2022-03-13 18:19:47.459306,2022-03-13 18:20:11.118409,0 days 00:00:23.659103,1,1,1,0,6,8,COMPLETE
32,32,0.6579636550203969,2022-03-13 18:20:11.119650,2022-03-13 18:20:20.335852,0 days 00:00:09.216202,1,1,1,0,5,8,COMPLETE
33,33,0.6324385728795883,2022-03-13 18:20:20.337082,2022-03-13 18:20:41.249789,0 days 00:00:20.912707,1,0,1,0,5,8,COMPLETE
34,34,0.6433668097334435,2022-03-13 18:20:41.250844,2022-03-13 18:20:46.020766,0 days 00:00:04.769922,1,1,1,0,6,7,COMPLETE
35,35,0.6433668097334435,2022-03-13 18:20:46.021897,2022-03-13 18:20:50.637047,0 days 00:00:04.615150,1,1,1,0,6,7,COMPLETE
36,36,0.3431442526196127,2022-03-13 18:20:50.638195,2022-03-13 18:20:54.396970,0 days 00:00:03.758775,1,1,0,0,7,7,COMPLETE
37,37,0.5220465501814047,2022-03-13 18:20:54.398076,2022-03-13 18:20:56.238132,0 days 00:00:01.840056,1,0,1,1,7,0,COMPLETE
38,38,0.33057141995762995,2022-03-13 18:20:56.239111,2022-03-13 18:21:01.009873,0 days 00:00:04.770762,1,1,0,0,5,4,COMPLETE
39,39,0.5784655659256306,2022-03-13 18:21:01.011358,2022-03-13 18:21:04.354855,0 days 00:00:03.343497,0,2,1,0,4,5,COMPLETE
40,40,0.47703852539029,2022-03-13 18:21:04.356053,2022-03-13 18:21:21.755782,0 days 00:00:17.399729,1,1,1,1,6,8,COMPLETE
41,41,0.6433668097334435,2022-03-13 18:21:21.756970,2022-03-13 18:21:26.485377,0 days 00:00:04.728407,1,1,1,0,6,7,COMPLETE
42,42,0.6409776944038372,2022-03-13 18:21:26.486572,2022-03-13 18:21:28.796596,0 days 00:00:02.310024,1,1,1,0,5,1,COMPLETE
43,43,0.6441849820204715,2022-03-13 18:21:28.797647,2022-03-13 18:21:40.929231,0 days 00:00:12.131584,1,1,1,0,8,7,COMPLETE
44,44,0.6574056194314151,2022-03-13 18:21:40.930389,2022-03-13 18:21:55.708144,0 days 00:00:14.777755,1,1,1,0,8,8,COMPLETE
45,45,0.260953927035541,2022-03-13 18:21:55.709734,2022-03-13 18:22:02.505228,0 days 00:00:06.795494,1,0,0,0,8,8,COMPLETE
46,46,0.6619971021193016,2022-03-13 18:22:02.506521,2022-03-13 18:22:27.132861,0 days 00:00:24.626340,1,2,1,0,8,8,COMPLETE
47,47,0.5449310061834097,2022-03-13 18:22:27.133866,2022-03-13 18:22:52.085707,0 days 00:00:24.951841,1,2,1,0,7,8,COMPLETE
48,48,0.460917122837736,2022-03-13 18:22:52.086707,2022-03-13 18:23:00.395735,0 days 00:00:08.309028,1,2,0,0,4,3,COMPLETE
49,49,0.5895634647907817,2022-03-13 18:23:00.397308,2022-03-13 18:23:48.888261,0 days 00:00:48.490953,0,3,1,0,8,8,COMPLETE
