,number,value,datetime_start,datetime_complete,duration,params_D,params_P,params_Q,params_d,params_p,params_q,state
16,16,0.3981635499050633,2022-03-13 16:54:06.977174,2022-03-13 16:55:14.534989,0 days 00:01:07.557815,1,3,2,0,7,8,COMPLETE
17,17,0.37876860490690545,2022-03-13 16:55:14.536695,2022-03-13 16:55:28.612257,0 days 00:00:14.075562,1,2,3,0,3,4,COMPLETE
18,18,0.40024651034525605,2022-03-13 16:55:28.613804,2022-03-13 16:55:48.485666,0 days 00:00:19.871862,1,1,3,0,6,7,COMPLETE
19,19,0.42408941853923243,2022-03-13 16:55:48.487805,2022-03-13 16:55:55.487899,0 days 00:00:07.000094,1,0,1,0,6,6,COMPLETE
20,20,0.42408941853923243,2022-03-13 16:55:55.489918,2022-03-13 16:56:02.355072,0 days 00:00:06.865154,1,0,1,0,6,6,COMPLETE
21,21,0.42408941853923243,2022-03-13 16:56:02.356769,2022-03-13 16:56:09.249847,0 days 00:00:06.893078,1,0,1,0,6,6,COMPLETE
22,22,0.4298253846838692,2022-03-13 16:56:09.251685,2022-03-13 16:56:29.434975,0 days 00:00:20.183290,1,0,1,0,6,5,COMPLETE
23,23,0.36821504243326586,2022-03-13 16:56:29.436306,2022-03-13 16:56:35.457240,0 days 00:00:06.020934,1,0,1,0,4,4,COMPLETE
24,24,0.4298253846838692,2022-03-13 16:56:35.458659,2022-03-13 16:56:55.266124,0 days 00:00:19.807465,1,0,1,0,6,5,COMPLETE
25,25,0.4353270325032954,2022-03-13 16:56:55.267779,2022-03-13 16:57:10.390551,0 days 00:00:15.122772,1,0,1,0,5,5,COMPLETE
26,26,0.4353270325032954,2022-03-13 16:57:10.391733,2022-03-13 16:57:25.285947,0 days 00:00:14.894214,1,0,1,0,5,5,COMPLETE
27,27,0.3299910664569796,2022-03-13 16:57:25.287546,2022-03-13 16:57:30.388176,0 days 00:00:05.100630,1,0,1,0,3,3,COMPLETE
28,28,0.4022502227003728,2022-03-13 16:57:30.389937,2022-03-13 16:57:36.583747,0 days 00:00:06.193810,1,1,2,0,5,3,COMPLETE
29,29,0.017556188374590387,2022-03-13 16:57:36.585737,2022-03-13 16:57:39.829513,0 days 00:00:03.243776,0,0,1,1,2,5,COMPLETE
30,30,0.4195466134983644,2022-03-13 16:57:39.830758,2022-03-13 16:57:42.302698,0 days 00:00:02.471940,1,0,2,0,0,4,COMPLETE
31,31,0.44244237949136633,2022-03-13 16:57:42.304376,2022-03-13 16:57:51.271832,0 days 00:00:08.967456,1,0,1,0,4,5,COMPLETE
32,32,0.44244237949136633,2022-03-13 16:57:51.273004,2022-03-13 16:57:59.975180,0 days 00:00:08.702176,1,0,1,0,4,5,COMPLETE
33,33,-0.4825139190245482,2022-03-13 16:57:59.976539,2022-03-13 16:58:03.442584,0 days 00:00:03.466045,1,0,0,0,4,4,COMPLETE
34,34,0.4282899870307918,2022-03-13 16:58:03.444328,2022-03-13 16:58:11.584599,0 days 00:00:08.140271,1,1,1,0,4,5,COMPLETE
35,35,-0.017664986977871555,2022-03-13 16:58:11.586004,2022-03-13 16:58:13.688598,0 days 00:00:02.102594,1,1,0,0,2,3,COMPLETE
36,36,-2.698717331501135e+58,2022-03-13 16:58:13.689997,2022-03-13 16:58:18.957464,0 days 00:00:05.267467,0,0,1,0,4,4,COMPLETE
37,37,0.3276764641517351,2022-03-13 16:58:18.958641,2022-03-13 16:58:26.524639,0 days 00:00:07.565998,1,1,1,1,3,5,COMPLETE
38,38,-0.22699000652390922,2022-03-13 16:58:26.525888,2022-03-13 16:58:41.802326,0 days 00:00:15.276438,1,0,0,0,5,7,COMPLETE
39,39,0.3134129722647856,2022-03-13 16:58:41.804251,2022-03-13 16:58:48.651274,0 days 00:00:06.847023,0,1,2,0,2,2,COMPLETE
40,40,-0.13417683952609116,2022-03-13 16:58:48.652945,2022-03-13 16:59:05.529932,0 days 00:00:16.876987,1,0,0,1,5,6,COMPLETE
41,41,0.4353270325032954,2022-03-13 16:59:05.531495,2022-03-13 16:59:20.912691,0 days 00:00:15.381196,1,0,1,0,5,5,COMPLETE
42,42,0.44244237949136633,2022-03-13 16:59:20.914418,2022-03-13 16:59:29.733699,0 days 00:00:08.819281,1,0,1,0,4,5,COMPLETE
43,43,0.4469246711867061,2022-03-13 16:59:29.735241,2022-03-13 16:59:35.899351,0 days 00:00:06.164110,1,0,1,0,4,6,COMPLETE
44,44,0.4469246711867061,2022-03-13 16:59:35.900774,2022-03-13 16:59:41.840111,0 days 00:00:05.939337,1,0,1,0,4,6,COMPLETE
45,45,0.312209972324337,2022-03-13 16:59:41.841638,2022-03-13 16:59:56.098789,0 days 00:00:14.257151,1,0,1,0,3,6,COMPLETE
46,46,0.4133973372203964,2022-03-13 16:59:56.100268,2022-03-13 17:00:00.349337,0 days 00:00:04.249069,1,1,1,0,4,7,COMPLETE
47,47,-0.29805853882898536,2022-03-13 17:00:00.350658,2022-03-13 17:00:03.462729,0 days 00:00:03.112071,1,0,0,0,3,7,COMPLETE
48,48,0.4337322848625689,2022-03-13 17:00:03.463874,2022-03-13 17:00:12.803990,0 days 00:00:09.340116,1,0,2,0,4,6,COMPLETE
49,49,0.41044250644570957,2022-03-13 17:00:12.805557,2022-03-13 17:00:22.295086,0 days 00:00:09.489529,0,1,1,0,3,6,COMPLETE
