,number,value,datetime_start,datetime_complete,duration,params_D,params_P,params_Q,params_d,params_p,params_q,state
15,15,0.7229552700941942,2022-03-13 17:04:18.921760,2022-03-13 17:04:24.764135,0 days 00:00:05.842375,1,0,3,0,2,2,COMPLETE
16,16,0.7406920378965496,2022-03-13 17:04:24.765751,2022-03-13 17:04:42.394050,0 days 00:00:17.628299,1,0,2,0,6,5,COMPLETE
17,17,0.7474892305434215,2022-03-13 17:04:42.395417,2022-03-13 17:04:57.924310,0 days 00:00:15.528893,1,0,1,0,7,5,COMPLETE
18,18,0.72791070700966,2022-03-13 17:04:57.925765,2022-03-13 17:05:05.927071,0 days 00:00:08.001306,1,0,1,0,7,3,COMPLETE
19,19,0.7210466474024015,2022-03-13 17:05:05.929020,2022-03-13 17:05:21.596483,0 days 00:00:15.667463,1,2,1,0,7,6,COMPLETE
20,20,0.11433106992142128,2022-03-13 17:05:21.597832,2022-03-13 17:05:35.505860,0 days 00:00:13.908028,0,0,1,1,6,3,COMPLETE
21,21,0.7406920378965496,2022-03-13 17:05:35.507856,2022-03-13 17:05:53.001325,0 days 00:00:17.493469,1,0,2,0,6,5,COMPLETE
22,22,0.7301703668902819,2022-03-13 17:05:53.002377,2022-03-13 17:06:19.164832,0 days 00:00:26.162455,1,0,2,0,7,6,COMPLETE
23,23,0.7290710532275286,2022-03-13 17:06:19.166298,2022-03-13 17:06:58.605576,0 days 00:00:39.439278,1,0,3,0,8,5,COMPLETE
24,24,0.6712472253162634,2022-03-13 17:06:58.606909,2022-03-13 17:07:52.799418,0 days 00:00:54.192509,1,0,2,0,6,4,COMPLETE
25,25,0.7293152467097084,2022-03-13 17:07:52.801163,2022-03-13 17:08:02.107254,0 days 00:00:09.306091,1,0,1,0,7,6,COMPLETE
26,26,0.7272493343973387,2022-03-13 17:08:02.109025,2022-03-13 17:08:16.725241,0 days 00:00:14.616216,1,1,2,0,6,5,COMPLETE
27,27,0.7239586908813498,2022-03-13 17:08:16.726567,2022-03-13 17:08:24.560445,0 days 00:00:07.833878,1,0,3,0,3,2,COMPLETE
28,28,-6.429258687035476e+60,2022-03-13 17:08:24.561840,2022-03-13 17:09:15.313694,0 days 00:00:50.751854,1,1,1,0,8,4,COMPLETE
29,29,0.718854580981954,2022-03-13 17:09:15.315028,2022-03-13 17:09:18.954761,0 days 00:00:03.639733,0,0,0,1,5,8,COMPLETE
30,30,0.6703867435547504,2022-03-13 17:09:18.956054,2022-03-13 17:10:16.987587,0 days 00:00:58.031533,1,0,2,0,7,4,COMPLETE
31,31,0.7319645492412976,2022-03-13 17:10:16.989434,2022-03-13 17:10:32.874044,0 days 00:00:15.884610,1,0,2,0,5,5,COMPLETE
32,32,0.724850219522009,2022-03-13 17:10:32.875569,2022-03-13 17:10:40.356374,0 days 00:00:07.480805,1,0,2,0,6,6,COMPLETE
33,33,0.7190890718930675,2022-03-13 17:10:40.357748,2022-03-13 17:10:57.654887,0 days 00:00:17.297139,1,0,2,0,4,5,COMPLETE
34,34,0.7293123119667508,2022-03-13 17:10:57.656647,2022-03-13 17:11:06.084127,0 days 00:00:08.427480,1,0,1,0,5,3,COMPLETE
35,35,0.6579514908123434,2022-03-13 17:11:06.085442,2022-03-13 17:11:24.374550,0 days 00:00:18.289108,0,1,2,0,6,6,COMPLETE
36,36,-1.3076322815783036e+70,2022-03-13 17:11:24.376192,2022-03-13 17:12:49.020081,0 days 00:01:24.643889,1,0,3,0,8,4,COMPLETE
37,37,0.7279817216910764,2022-03-13 17:12:49.021398,2022-03-13 17:13:19.958394,0 days 00:00:30.936996,1,2,1,0,7,5,COMPLETE
38,38,0.6474225308244562,2022-03-13 17:13:19.959671,2022-03-13 17:13:45.760750,0 days 00:00:25.801079,1,0,2,1,5,7,COMPLETE
39,39,0.6608208251503798,2022-03-13 17:13:45.762247,2022-03-13 17:14:12.463702,0 days 00:00:26.701455,0,1,3,0,6,6,COMPLETE
40,40,0.3186843094046189,2022-03-13 17:14:12.465443,2022-03-13 17:14:15.537457,0 days 00:00:03.072014,1,0,0,0,3,5,COMPLETE
41,41,0.7319645492412976,2022-03-13 17:14:15.538951,2022-03-13 17:14:31.326103,0 days 00:00:15.787152,1,0,2,0,5,5,COMPLETE
42,42,0.7190890718930675,2022-03-13 17:14:31.327507,2022-03-13 17:14:48.039469,0 days 00:00:16.711962,1,0,2,0,4,5,COMPLETE
43,43,0.7233110569319084,2022-03-13 17:14:48.040918,2022-03-13 17:14:50.829709,0 days 00:00:02.788791,1,0,2,0,0,4,COMPLETE
44,44,0.7238989431015264,2022-03-13 17:14:50.831287,2022-03-13 17:14:57.986123,0 days 00:00:07.154836,1,0,2,0,4,6,COMPLETE
45,45,0.7283245324130392,2022-03-13 17:14:57.987360,2022-03-13 17:15:24.755064,0 days 00:00:26.767704,1,1,2,0,6,7,COMPLETE
46,46,0.6845956061949048,2022-03-13 17:15:24.756441,2022-03-13 17:16:02.982292,0 days 00:00:38.225851,1,2,1,0,5,4,COMPLETE
47,47,0.74078222350356,2022-03-13 17:16:02.984088,2022-03-13 17:16:24.838631,0 days 00:00:21.854543,1,0,2,0,7,5,COMPLETE
48,48,0.6415645763557314,2022-03-13 17:16:24.840189,2022-03-13 17:16:54.752304,0 days 00:00:29.912115,1,1,1,1,8,6,COMPLETE
49,49,0.7165380486279878,2022-03-13 17:16:54.753822,2022-03-13 17:17:27.291762,0 days 00:00:32.537940,1,0,3,0,7,8,COMPLETE
