,number,value,datetime_start,datetime_complete,duration,params_D,params_P,params_Q,params_d,params_p,params_q,state
24,24,0.6236185274076869,2022-03-13 18:28:04.403151,2022-03-13 18:28:18.530056,0 days 00:00:14.126905,1,2,2,0,5,4,COMPLETE
25,25,0.6356333100743479,2022-03-13 18:28:18.531197,2022-03-13 18:28:22.494245,0 days 00:00:03.963048,1,1,1,0,7,2,COMPLETE
26,26,0.6189278456325573,2022-03-13 18:28:22.495186,2022-03-13 18:28:36.698257,0 days 00:00:14.203071,1,0,1,0,6,4,COMPLETE
27,27,0.6307523070991552,2022-03-13 18:28:36.699542,2022-03-13 18:28:39.816302,0 days 00:00:03.116760,1,1,1,0,8,2,COMPLETE
28,28,0.6276397168096703,2022-03-13 18:28:39.817453,2022-03-13 18:28:40.919796,0 days 00:00:01.102343,1,1,1,0,0,3,COMPLETE
29,29,0.623260172671543,2022-03-13 18:28:40.921010,2022-03-13 18:28:57.675536,0 days 00:00:16.754526,1,0,3,0,3,5,COMPLETE
30,30,0.628039619272512,2022-03-13 18:28:57.676923,2022-03-13 18:29:00.568452,0 days 00:00:02.891529,1,1,1,0,5,2,COMPLETE
31,31,0.6307523070991552,2022-03-13 18:29:00.569433,2022-03-13 18:29:03.676732,0 days 00:00:03.107299,1,1,1,0,8,2,COMPLETE
32,32,0.6293557392789118,2022-03-13 18:29:03.677791,2022-03-13 18:29:13.651624,0 days 00:00:09.973833,1,1,1,0,8,3,COMPLETE
33,33,0.6347848984102589,2022-03-13 18:29:13.652740,2022-03-13 18:29:19.731038,0 days 00:00:06.078298,1,1,2,0,7,2,COMPLETE
34,34,0.4495488106522174,2022-03-13 18:29:19.732140,2022-03-13 18:29:22.668734,0 days 00:00:02.936594,1,1,2,1,7,0,COMPLETE
35,35,-5.257563213937632e+22,2022-03-13 18:29:22.669683,2022-03-13 18:29:47.391306,0 days 00:00:24.721623,0,0,2,0,6,4,COMPLETE
36,36,0.6285217397299276,2022-03-13 18:29:47.392386,2022-03-13 18:29:52.097401,0 days 00:00:04.705015,1,2,3,0,7,1,COMPLETE
37,37,0.5973823741661399,2022-03-13 18:29:52.098419,2022-03-13 18:30:09.868143,0 days 00:00:17.769724,1,0,2,1,6,6,COMPLETE
38,38,0.6238279309868991,2022-03-13 18:30:09.869497,2022-03-13 18:30:12.080311,0 days 00:00:02.210814,1,1,2,0,5,1,COMPLETE
39,39,0.5625853795642315,2022-03-13 18:30:12.081394,2022-03-13 18:30:19.852155,0 days 00:00:07.770761,1,1,3,1,4,2,COMPLETE
40,40,-2.546193624385134e+21,2022-03-13 18:30:19.853145,2022-03-13 18:30:52.858887,0 days 00:00:33.005742,0,0,2,0,7,4,COMPLETE
41,41,0.6307523070991552,2022-03-13 18:30:52.860124,2022-03-13 18:30:55.993370,0 days 00:00:03.133246,1,1,1,0,8,2,COMPLETE
42,42,0.6293557392789118,2022-03-13 18:30:55.994529,2022-03-13 18:31:06.220312,0 days 00:00:10.225783,1,1,1,0,8,3,COMPLETE
43,43,0.6356333100743479,2022-03-13 18:31:06.221431,2022-03-13 18:31:10.330325,0 days 00:00:04.108894,1,1,1,0,7,2,COMPLETE
44,44,0.35923076580941304,2022-03-13 18:31:10.331593,2022-03-13 18:31:11.173482,0 days 00:00:00.841889,1,1,0,0,7,1,COMPLETE
45,45,0.6206105636594961,2022-03-13 18:31:11.174509,2022-03-13 18:31:20.608361,0 days 00:00:09.433852,1,1,2,0,6,3,COMPLETE
46,46,0.3576897569804225,2022-03-13 18:31:20.609520,2022-03-13 18:31:21.523384,0 days 00:00:00.913864,1,1,0,0,7,0,COMPLETE
47,47,0.6395964292713061,2022-03-13 18:31:21.524545,2022-03-13 18:31:35.319617,0 days 00:00:13.795072,1,2,2,0,6,2,COMPLETE
48,48,0.6219637773935799,2022-03-13 18:31:35.320741,2022-03-13 18:31:40.918715,0 days 00:00:05.597974,1,2,1,0,5,2,COMPLETE
49,49,0.5787348676227508,2022-03-13 18:31:40.919684,2022-03-13 18:32:01.335054,0 days 00:00:20.415370,1,2,2,1,6,3,COMPLETE
