,number,value,datetime_start,datetime_complete,duration,params_D,params_P,params_Q,params_d,params_p,params_q,state
22,22,0.8061081785107787,2022-03-13 20:28:39.611514,2022-03-13 20:28:41.438966,0 days 00:00:01.827452,1,0,1,0,8,1,COMPLETE
23,23,0.8031967188954798,2022-03-13 20:28:41.440205,2022-03-13 20:28:46.224407,0 days 00:00:04.784202,1,0,1,0,7,3,COMPLETE
24,24,0.8061081785107787,2022-03-13 20:28:46.225618,2022-03-13 20:28:48.045337,0 days 00:00:01.819719,1,0,1,0,8,1,COMPLETE
25,25,0.8070952512975006,2022-03-13 20:28:48.046435,2022-03-13 20:28:55.115089,0 days 00:00:07.068654,1,1,2,0,7,2,COMPLETE
26,26,0.8064393655821024,2022-03-13 20:28:55.116076,2022-03-13 20:29:02.311273,0 days 00:00:07.195197,1,1,2,0,6,2,COMPLETE
27,27,0.8051802982652136,2022-03-13 20:29:02.312393,2022-03-13 20:29:10.170300,0 days 00:00:07.857907,1,2,2,0,6,2,COMPLETE
28,28,0.8014102910248972,2022-03-13 20:29:10.171391,2022-03-13 20:29:20.568560,0 days 00:00:10.397169,1,1,2,0,4,4,COMPLETE
29,29,0.8020042558393805,2022-03-13 20:29:20.570030,2022-03-13 20:29:34.599322,0 days 00:00:14.029292,1,1,3,0,7,3,COMPLETE
30,30,0.807296602636766,2022-03-13 20:29:34.600784,2022-03-13 20:30:04.891584,0 days 00:00:30.290800,1,2,2,0,6,5,COMPLETE
31,31,0.807296602636766,2022-03-13 20:30:04.892882,2022-03-13 20:30:35.121791,0 days 00:00:30.228909,1,2,2,0,6,5,COMPLETE
32,32,0.8035425036644317,2022-03-13 20:30:35.123331,2022-03-13 20:30:51.635186,0 days 00:00:16.511855,1,2,2,0,5,5,COMPLETE
33,33,0.7820937030993069,2022-03-13 20:30:51.636451,2022-03-13 20:32:04.856059,0 days 00:01:13.219608,1,2,2,0,7,5,COMPLETE
34,34,0.8010222906358978,2022-03-13 20:32:04.857395,2022-03-13 20:32:20.910007,0 days 00:00:16.052612,1,2,3,0,6,6,COMPLETE
35,35,0.7972695092467024,2022-03-13 20:32:20.911039,2022-03-13 20:32:26.169634,0 days 00:00:05.258595,0,2,2,0,4,5,COMPLETE
36,36,0.8013249856748227,2022-03-13 20:32:26.170895,2022-03-13 20:32:33.498292,0 days 00:00:07.327397,1,2,2,0,0,4,COMPLETE
37,37,0.8161100510968271,2022-03-13 20:32:33.499510,2022-03-13 20:32:47.371845,0 days 00:00:13.872335,0,3,3,0,7,6,COMPLETE
38,38,0.8068350366958553,2022-03-13 20:32:47.372831,2022-03-13 20:32:59.772879,0 days 00:00:12.400048,0,3,3,0,5,6,COMPLETE
39,39,0.7929882315210626,2022-03-13 20:32:59.774101,2022-03-13 20:33:25.346372,0 days 00:00:25.572271,0,3,3,1,6,7,COMPLETE
40,40,0.7995233992954006,2022-03-13 20:33:25.347645,2022-03-13 20:33:40.500599,0 days 00:00:15.152954,0,3,3,0,1,7,COMPLETE
41,41,0.8068350366958553,2022-03-13 20:33:40.501587,2022-03-13 20:33:52.966698,0 days 00:00:12.465111,0,3,3,0,5,6,COMPLETE
42,42,0.8068350366958553,2022-03-13 20:33:52.967737,2022-03-13 20:34:05.226489,0 days 00:00:12.258752,0,3,3,0,5,6,COMPLETE
43,43,0.8161100510968271,2022-03-13 20:34:05.227838,2022-03-13 20:34:18.953213,0 days 00:00:13.725375,0,3,3,0,7,6,COMPLETE
44,44,0.7992992889714059,2022-03-13 20:34:18.954197,2022-03-13 20:34:31.508421,0 days 00:00:12.554224,0,3,3,0,7,5,COMPLETE
45,45,0.8252929784350668,2022-03-13 20:34:31.510037,2022-03-13 20:35:09.633858,0 days 00:00:38.123821,0,3,2,0,7,8,COMPLETE
46,46,0.805694352735726,2022-03-13 20:35:09.635132,2022-03-13 20:35:42.421880,0 days 00:00:32.786748,0,3,3,0,6,8,COMPLETE
47,47,0.7982182026144911,2022-03-13 20:35:42.423019,2022-03-13 20:35:58.963985,0 days 00:00:16.540966,0,3,2,0,3,7,COMPLETE
48,48,0.7985122854267651,2022-03-13 20:35:58.965282,2022-03-13 20:36:26.959342,0 days 00:00:27.994060,0,2,3,0,8,8,COMPLETE
49,49,0.8041295007061394,2022-03-13 20:36:26.960364,2022-03-13 20:36:48.886158,0 days 00:00:21.925794,0,3,2,0,7,7,COMPLETE
