,number,value,datetime_start,datetime_complete,duration,params_D,params_P,params_Q,params_d,params_p,params_q,state
17,17,0.5724564888352901,2022-03-13 18:01:59.927602,2022-03-13 18:02:16.736647,0 days 00:00:16.809045,1,3,1,1,8,0,COMPLETE
18,18,0.64611485915418,2022-03-13 18:02:16.737788,2022-03-13 18:02:23.187684,0 days 00:00:06.449896,1,2,1,0,8,0,COMPLETE
19,19,0.642623592631089,2022-03-13 18:02:23.188715,2022-03-13 18:02:26.587653,0 days 00:00:03.398938,1,1,1,0,8,0,COMPLETE
20,20,0.49575155599464926,2022-03-13 18:02:26.588725,2022-03-13 18:02:55.457617,0 days 00:00:28.868892,1,3,1,1,7,2,COMPLETE
21,21,0.642623592631089,2022-03-13 18:02:55.458834,2022-03-13 18:02:58.757107,0 days 00:00:03.298273,1,1,1,0,8,0,COMPLETE
22,22,0.64611485915418,2022-03-13 18:02:58.758175,2022-03-13 18:03:05.084371,0 days 00:00:06.326196,1,2,1,0,8,0,COMPLETE
23,23,0.6312526167359711,2022-03-13 18:03:05.085561,2022-03-13 18:03:11.272589,0 days 00:00:06.187028,1,2,1,0,7,0,COMPLETE
24,24,-6.582362098521064e+16,2022-03-13 18:03:11.273803,2022-03-13 18:04:50.147948,0 days 00:01:38.874145,1,2,1,0,8,4,COMPLETE
25,25,0.4331178205965305,2022-03-13 18:04:50.149175,2022-03-13 18:04:50.939263,0 days 00:00:00.790088,1,2,0,0,6,1,COMPLETE
26,26,0.6325239875834135,2022-03-13 18:04:50.940439,2022-03-13 18:04:57.953241,0 days 00:00:07.012802,1,2,1,0,7,2,COMPLETE
27,27,0.6191883199306354,2022-03-13 18:04:57.954292,2022-03-13 18:05:04.085047,0 days 00:00:06.130755,1,3,2,0,8,0,COMPLETE
28,28,0.5449310061834097,2022-03-13 18:05:04.086050,2022-03-13 18:05:28.145225,0 days 00:00:24.059175,1,2,1,0,7,8,COMPLETE
29,29,0.3379734898348675,2022-03-13 18:05:28.146616,2022-03-13 18:05:34.524692,0 days 00:00:06.378076,1,2,0,1,5,4,COMPLETE
30,30,0.3296455409096851,2022-03-13 18:05:34.525790,2022-03-13 18:05:35.038399,0 days 00:00:00.512609,1,1,0,0,6,1,COMPLETE
31,31,0.642623592631089,2022-03-13 18:05:35.039500,2022-03-13 18:05:38.324363,0 days 00:00:03.284863,1,1,1,0,8,0,COMPLETE
32,32,0.642623592631089,2022-03-13 18:05:38.325766,2022-03-13 18:05:41.524185,0 days 00:00:03.198419,1,1,1,0,8,0,COMPLETE
33,33,0.6312526167359711,2022-03-13 18:05:41.525263,2022-03-13 18:05:47.435342,0 days 00:00:05.910079,1,2,1,0,7,0,COMPLETE
34,34,0.6436045309633385,2022-03-13 18:05:47.436525,2022-03-13 18:05:51.526345,0 days 00:00:04.089820,1,1,2,0,8,1,COMPLETE
35,35,0.6343649852745454,2022-03-13 18:05:51.527501,2022-03-13 18:05:55.600544,0 days 00:00:04.073043,1,2,2,0,7,1,COMPLETE
36,36,0.6357093462582453,2022-03-13 18:05:55.601534,2022-03-13 18:05:58.630942,0 days 00:00:03.029408,1,1,2,0,6,2,COMPLETE
37,37,0.4947380037722535,2022-03-13 18:05:58.631944,2022-03-13 18:06:18.785553,0 days 00:00:20.153609,0,3,2,1,8,1,COMPLETE
38,38,0.5540326223739724,2022-03-13 18:06:18.786729,2022-03-13 18:07:31.139090,0 days 00:01:12.352361,1,0,2,0,7,5,COMPLETE
39,39,-0.048982958733201576,2022-03-13 18:07:31.140280,2022-03-13 18:07:31.523641,0 days 00:00:00.383361,0,1,0,0,6,1,COMPLETE
40,40,0.5397663689274765,2022-03-13 18:07:31.524765,2022-03-13 18:07:40.884971,0 days 00:00:09.360206,1,2,1,1,8,0,COMPLETE
41,41,0.642623592631089,2022-03-13 18:07:40.886078,2022-03-13 18:07:44.131246,0 days 00:00:03.245168,1,1,1,0,8,0,COMPLETE
42,42,0.642623592631089,2022-03-13 18:07:44.132507,2022-03-13 18:07:47.354783,0 days 00:00:03.222276,1,1,1,0,8,0,COMPLETE
43,43,0.6385485924634509,2022-03-13 18:07:47.355768,2022-03-13 18:07:51.072799,0 days 00:00:03.717031,1,1,1,0,7,1,COMPLETE
44,44,0.6321815662791289,2022-03-13 18:07:51.073977,2022-03-13 18:07:54.508789,0 days 00:00:03.434812,1,2,1,0,5,0,COMPLETE
45,45,0.6511711241468647,2022-03-13 18:07:54.509983,2022-03-13 18:07:58.022038,0 days 00:00:03.512055,1,0,2,0,8,1,COMPLETE
46,46,0.6411893822459855,2022-03-13 18:07:58.023020,2022-03-13 18:08:01.866911,0 days 00:00:03.843891,1,0,2,0,7,2,COMPLETE
47,47,-1.2935745652401284e+151,2022-03-13 18:08:01.867877,2022-03-13 18:08:04.627815,0 days 00:00:02.759938,0,0,2,0,6,3,COMPLETE
48,48,0.640946018803375,2022-03-13 18:08:04.628954,2022-03-13 18:08:07.292795,0 days 00:00:02.663841,1,0,2,0,4,1,COMPLETE
49,49,0.6247155613997837,2022-03-13 18:08:07.294090,2022-03-13 18:09:23.951124,0 days 00:01:16.657034,1,2,2,0,8,5,COMPLETE
