,number,value,datetime_start,datetime_complete,duration,params_D,params_P,params_Q,params_d,params_p,params_q,state
29,29,0.6783534221526261,2022-03-13 19:56:51.442935,2022-03-13 19:56:55.330804,0 days 00:00:03.887869,0,0,1,1,8,4,COMPLETE
30,30,0.632428993955446,2022-03-13 19:56:55.331905,2022-03-13 19:56:59.730069,0 days 00:00:04.398164,1,0,0,0,2,7,COMPLETE
31,31,0.8047756457839522,2022-03-13 19:56:59.731271,2022-03-13 19:57:02.396111,0 days 00:00:02.664840,1,1,1,0,6,0,COMPLETE
32,32,0.8019494025926246,2022-03-13 19:57:02.397131,2022-03-13 19:57:09.094657,0 days 00:00:06.697526,1,1,1,0,7,3,COMPLETE
33,33,0.8006902669526594,2022-03-13 19:57:09.095873,2022-03-13 19:57:15.619220,0 days 00:00:06.523347,1,0,1,0,6,3,COMPLETE
34,34,0.8030454218050456,2022-03-13 19:57:15.620510,2022-03-13 19:57:20.091057,0 days 00:00:04.470547,1,1,1,0,5,6,COMPLETE
35,35,0.5827376518933871,2022-03-13 19:57:20.092204,2022-03-13 19:57:20.512470,0 days 00:00:00.420266,1,0,0,0,7,0,COMPLETE
36,36,0.804896825111489,2022-03-13 19:57:20.513499,2022-03-13 19:57:24.337434,0 days 00:00:03.823935,1,1,1,0,8,1,COMPLETE
37,37,0.5832224778401708,2022-03-13 19:57:24.338969,2022-03-13 19:57:24.603984,0 days 00:00:00.265015,1,0,0,0,8,1,COMPLETE
38,38,0.7828184634873083,2022-03-13 19:57:24.605450,2022-03-13 19:57:28.141625,0 days 00:00:03.536175,0,1,1,1,8,2,COMPLETE
39,39,0.8046670348692126,2022-03-13 19:57:28.142794,2022-03-13 19:57:30.331165,0 days 00:00:02.188371,1,0,1,0,1,7,COMPLETE
40,40,0.7971096053836728,2022-03-13 19:57:30.332113,2022-03-13 19:57:48.193869,0 days 00:00:17.861756,1,3,2,0,3,5,COMPLETE
41,41,0.8047756457839522,2022-03-13 19:57:48.195215,2022-03-13 19:57:50.875456,0 days 00:00:02.680241,1,1,1,0,6,0,COMPLETE
42,42,0.8053406664946408,2022-03-13 19:57:50.876591,2022-03-13 19:57:54.323265,0 days 00:00:03.446674,1,1,1,0,7,1,COMPLETE
43,43,0.6811467884690727,2022-03-13 19:57:54.324354,2022-03-13 19:57:54.925296,0 days 00:00:00.600942,1,1,0,0,7,1,COMPLETE
44,44,0.8046248414033754,2022-03-13 19:57:54.926436,2022-03-13 19:57:59.017927,0 days 00:00:04.091491,1,1,1,0,8,2,COMPLETE
45,45,0.8065950147233666,2022-03-13 19:57:59.019198,2022-03-13 19:58:00.533767,0 days 00:00:01.514569,1,0,1,0,7,1,COMPLETE
46,46,0.8063644703112891,2022-03-13 19:58:00.535088,2022-03-13 19:58:07.398793,0 days 00:00:06.863705,1,1,2,0,7,1,COMPLETE
47,47,0.8063644703112891,2022-03-13 19:58:07.400156,2022-03-13 19:58:14.275051,0 days 00:00:06.874895,1,1,2,0,7,1,COMPLETE
48,48,0.8017856114434723,2022-03-13 19:58:14.276492,2022-03-13 19:58:17.479319,0 days 00:00:03.202827,0,2,2,0,7,1,COMPLETE
49,49,0.8070952512975006,2022-03-13 19:58:17.480989,2022-03-13 19:58:24.541477,0 days 00:00:07.060488,1,1,2,0,7,2,COMPLETE
