,number,value,datetime_start,datetime_complete,duration,params_D,params_P,params_Q,params_d,params_p,params_q,state
19,19,0.2007718687233807,2022-03-13 15:42:34.055404,2022-03-13 15:42:50.188964,0 days 00:00:16.133560,1,0,0,0,8,8,COMPLETE
20,20,0.38486727948358,2022-03-13 15:42:50.190061,2022-03-13 15:42:56.769375,0 days 00:00:06.579314,1,1,3,1,6,0,COMPLETE
21,21,0.5379294953297568,2022-03-13 15:42:56.770716,2022-03-13 15:43:06.783877,0 days 00:00:10.013161,1,0,3,0,3,7,COMPLETE
22,22,0.5379294953297568,2022-03-13 15:43:06.785234,2022-03-13 15:43:16.857467,0 days 00:00:10.072233,1,0,3,0,3,7,COMPLETE
23,23,0.5766695285362488,2022-03-13 15:43:16.858586,2022-03-13 15:43:39.748196,0 days 00:00:22.889610,1,1,2,0,1,8,COMPLETE
24,24,0.5766695285362488,2022-03-13 15:43:39.749209,2022-03-13 15:44:02.984205,0 days 00:00:23.234996,1,1,2,0,1,8,COMPLETE
25,25,0.5386245307160296,2022-03-13 15:44:02.985412,2022-03-13 15:44:10.245040,0 days 00:00:07.259628,1,1,2,0,1,5,COMPLETE
26,26,0.5343814864192427,2022-03-13 15:44:10.246109,2022-03-13 15:44:16.160587,0 days 00:00:05.914478,1,2,2,0,0,6,COMPLETE
27,27,0.5462048583828751,2022-03-13 15:44:16.161698,2022-03-13 15:44:19.970231,0 days 00:00:03.808533,1,1,1,0,1,8,COMPLETE
28,28,0.5343925259696994,2022-03-13 15:44:19.971747,2022-03-13 15:44:25.787485,0 days 00:00:05.815738,1,1,2,0,1,7,COMPLETE
29,29,0.38453001535526143,2022-03-13 15:44:25.789026,2022-03-13 15:44:31.786516,0 days 00:00:05.997490,1,2,1,1,1,6,COMPLETE
30,30,0.5429758609533863,2022-03-13 15:44:31.787627,2022-03-13 15:44:36.411002,0 days 00:00:04.623375,1,0,2,0,0,8,COMPLETE
31,31,0.5429758609533863,2022-03-13 15:44:36.412001,2022-03-13 15:44:41.022194,0 days 00:00:04.610193,1,0,2,0,0,8,COMPLETE
32,32,0.537533660542126,2022-03-13 15:44:41.023370,2022-03-13 15:44:45.294737,0 days 00:00:04.271367,1,0,2,0,1,7,COMPLETE
33,33,0.5447219083397654,2022-03-13 15:44:45.296137,2022-03-13 15:44:59.794436,0 days 00:00:14.498299,1,1,2,0,2,8,COMPLETE
34,34,0.5388062609875299,2022-03-13 15:44:59.795459,2022-03-13 15:45:03.868232,0 days 00:00:04.072773,1,1,1,0,2,8,COMPLETE
35,35,0.5343925259696994,2022-03-13 15:45:03.869805,2022-03-13 15:45:09.600719,0 days 00:00:05.730914,1,1,2,0,1,7,COMPLETE
36,36,0.5388062609875299,2022-03-13 15:45:09.601926,2022-03-13 15:45:13.619106,0 days 00:00:04.017180,1,1,1,0,2,8,COMPLETE
37,37,0.5402094174586696,2022-03-13 15:45:13.620499,2022-03-13 15:45:23.061246,0 days 00:00:09.440747,1,1,2,0,2,6,COMPLETE
38,38,0.16318763462869557,2022-03-13 15:45:23.062208,2022-03-13 15:45:23.391828,0 days 00:00:00.329620,0,2,0,0,1,2,COMPLETE
39,39,0.40665017342679566,2022-03-13 15:45:23.392817,2022-03-13 15:45:30.821570,0 days 00:00:07.428753,1,1,1,1,2,8,COMPLETE
40,40,0.49234845621220524,2022-03-13 15:45:30.822791,2022-03-13 15:45:43.307895,0 days 00:00:12.485104,0,2,2,0,3,7,COMPLETE
41,41,0.5429758609533863,2022-03-13 15:45:43.308998,2022-03-13 15:45:47.928505,0 days 00:00:04.619507,1,0,2,0,0,8,COMPLETE
42,42,0.539269514231359,2022-03-13 15:45:47.929868,2022-03-13 15:45:54.286954,0 days 00:00:06.357086,1,1,2,0,0,8,COMPLETE
43,43,0.5766695285362488,2022-03-13 15:45:54.288421,2022-03-13 15:46:17.460190,0 days 00:00:23.171769,1,1,2,0,1,8,COMPLETE
44,44,0.5343925259696994,2022-03-13 15:46:17.461274,2022-03-13 15:46:23.204441,0 days 00:00:05.743167,1,1,2,0,1,7,COMPLETE
45,45,0.5388062609875299,2022-03-13 15:46:23.205562,2022-03-13 15:46:27.355452,0 days 00:00:04.149890,1,1,1,0,2,8,COMPLETE
46,46,0.5447219083397654,2022-03-13 15:46:27.356703,2022-03-13 15:46:41.861847,0 days 00:00:14.505144,1,1,2,0,2,8,COMPLETE
47,47,0.5374850848646527,2022-03-13 15:46:41.863278,2022-03-13 15:46:47.587313,0 days 00:00:05.724035,1,1,3,0,1,6,COMPLETE
48,48,0.48158524040923845,2022-03-13 15:46:47.588845,2022-03-13 15:46:58.912528,0 days 00:00:11.323683,0,1,2,0,2,7,COMPLETE
49,49,0.5844554079134165,2022-03-13 15:46:58.913611,2022-03-13 15:47:04.610650,0 days 00:00:05.697039,1,2,1,0,1,8,COMPLETE
