,number,value,datetime_start,datetime_complete,duration,params_D,params_P,params_Q,params_d,params_p,params_q,state
16,16,0.5287027543334047,2022-03-13 17:20:56.550429,2022-03-13 17:21:18.139078,0 days 00:00:21.588649,0,2,2,0,6,3,COMPLETE
17,17,-16036025.530461945,2022-03-13 17:21:18.140279,2022-03-13 17:21:23.430484,0 days 00:00:05.290205,0,0,3,0,2,2,COMPLETE
18,18,0.5513197610794813,2022-03-13 17:21:23.431491,2022-03-13 17:21:40.079842,0 days 00:00:16.648351,0,1,2,0,7,6,COMPLETE
19,19,0.5003185358524318,2022-03-13 17:21:40.080840,2022-03-13 17:21:45.349553,0 days 00:00:05.268713,0,2,1,0,5,6,COMPLETE
20,20,0.37632884836957137,2022-03-13 17:21:45.350579,2022-03-13 17:21:58.643971,0 days 00:00:13.293392,0,0,2,1,7,4,COMPLETE
21,21,0.5513197610794813,2022-03-13 17:21:58.645184,2022-03-13 17:22:15.326909,0 days 00:00:16.681725,0,1,2,0,7,6,COMPLETE
22,22,0.5513197610794813,2022-03-13 17:22:15.327943,2022-03-13 17:22:31.821259,0 days 00:00:16.493316,0,1,2,0,7,6,COMPLETE
23,23,0.5513197610794813,2022-03-13 17:22:31.822453,2022-03-13 17:22:48.548987,0 days 00:00:16.726534,0,1,2,0,7,6,COMPLETE
24,24,0.5490297740079673,2022-03-13 17:22:48.550120,2022-03-13 17:23:01.480203,0 days 00:00:12.930083,0,1,1,0,7,6,COMPLETE
25,25,0.5494379716561273,2022-03-13 17:23:01.481484,2022-03-13 17:23:12.179431,0 days 00:00:10.697947,0,2,2,0,5,6,COMPLETE
26,26,0.5540387789012573,2022-03-13 17:23:12.180436,2022-03-13 17:23:22.020184,0 days 00:00:09.839748,0,1,1,0,4,7,COMPLETE
27,27,-0.11625992891638903,2022-03-13 17:23:22.021599,2022-03-13 17:23:23.605917,0 days 00:00:01.584318,0,0,0,0,3,8,COMPLETE
28,28,0.5461555437637124,2022-03-13 17:23:23.606917,2022-03-13 17:23:34.421984,0 days 00:00:10.815067,0,1,1,0,3,7,COMPLETE
29,29,0.5187710585252847,2022-03-13 17:23:34.423108,2022-03-13 17:23:42.048289,0 days 00:00:07.625181,0,2,1,0,2,7,COMPLETE
30,30,0.08119577570125913,2022-03-13 17:23:42.049360,2022-03-13 17:23:49.235641,0 days 00:00:07.186281,0,0,1,0,4,8,COMPLETE
31,31,0.533184448510057,2022-03-13 17:23:49.236902,2022-03-13 17:23:58.307304,0 days 00:00:09.070402,0,1,2,0,6,6,COMPLETE
32,32,0.5303718307950558,2022-03-13 17:23:58.308692,2022-03-13 17:24:18.937209,0 days 00:00:20.628517,0,1,2,0,7,7,COMPLETE
33,33,0.5540941780480071,2022-03-13 17:24:18.938405,2022-03-13 17:24:32.110119,0 days 00:00:13.171714,0,1,2,0,8,6,COMPLETE
34,34,0.5254096258584569,2022-03-13 17:24:32.111179,2022-03-13 17:24:35.676765,0 days 00:00:03.565586,0,1,2,0,8,5,COMPLETE
35,35,0.4460325073580289,2022-03-13 17:24:35.677773,2022-03-13 17:24:44.150785,0 days 00:00:08.473012,0,1,1,1,4,6,COMPLETE
36,36,0.5237865278058862,2022-03-13 17:24:44.151873,2022-03-13 17:24:48.409513,0 days 00:00:04.257640,1,2,2,0,0,4,COMPLETE
37,37,0.40241708032936685,2022-03-13 17:24:48.410617,2022-03-13 17:25:01.358547,0 days 00:00:12.947930,0,1,0,0,8,8,COMPLETE
38,38,0.49445872659901813,2022-03-13 17:25:01.359932,2022-03-13 17:25:14.984121,0 days 00:00:13.624189,1,0,1,1,7,7,COMPLETE
39,39,0.5138028231008489,2022-03-13 17:25:14.985441,2022-03-13 17:25:28.539616,0 days 00:00:13.554175,0,1,2,0,4,3,COMPLETE
40,40,0.5291736632033166,2022-03-13 17:25:28.540884,2022-03-13 17:25:43.407495,0 days 00:00:14.866611,1,1,2,0,5,7,COMPLETE
41,41,0.5513197610794813,2022-03-13 17:25:43.409034,2022-03-13 17:25:58.635078,0 days 00:00:15.226044,0,1,2,0,7,6,COMPLETE
42,42,0.5154980500885076,2022-03-13 17:25:58.636086,2022-03-13 17:26:01.930408,0 days 00:00:03.294322,0,1,2,0,6,5,COMPLETE
43,43,0.5513197610794813,2022-03-13 17:26:01.931612,2022-03-13 17:26:17.242228,0 days 00:00:15.310616,0,1,2,0,7,6,COMPLETE
44,44,0.5371436356925738,2022-03-13 17:26:17.243783,2022-03-13 17:26:46.248000,0 days 00:00:29.004217,0,1,2,0,8,7,COMPLETE
45,45,0.5230509787808059,2022-03-13 17:26:46.248949,2022-03-13 17:26:48.817865,0 days 00:00:02.568916,0,1,1,0,3,5,COMPLETE
46,46,0.5371436356925738,2022-03-13 17:26:48.818830,2022-03-13 17:27:18.792582,0 days 00:00:29.973752,0,1,2,0,8,7,COMPLETE
47,47,0.2441685768142492,2022-03-13 17:27:18.793621,2022-03-13 17:27:38.614920,0 days 00:00:19.821299,0,0,3,1,6,8,COMPLETE
48,48,0.5166203825206863,2022-03-13 17:27:38.616326,2022-03-13 17:27:48.724136,0 days 00:00:10.107810,0,3,2,0,5,6,COMPLETE
49,49,0.4688016005822675,2022-03-13 17:27:48.725369,2022-03-13 17:27:55.758161,0 days 00:00:07.032792,0,2,1,0,8,5,COMPLETE
